"","ECLAC/CELADE Redatam+SP 6/16/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"135",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"136",NA,"No - no difficulty","1261","1239","1338","1388","1482","1377","1492","1572","1516","1505","1612","1489","1638","1746","1496","1353","1303","1239","1245","1063","1174","965","1036","1027","963","1128","975","1062","1042","890","1198","811","919","902","770","958","777","899","912","726","1054","621","825","863","696","897","644","629","598","475","662","440","514","512","474","537","450","360","381","276","462","213","250","233","229","278","177","211","154","100","213","86","105","101","99","147","72","81","84","37","83","29","26","38","23","39","15","17","15","15","32","63060"
"137",NA,"Yes - some difficulty","-","-","-","1","-","-","2","2","1","2","-","1","1","1","2","-","2","2","2","2","2","-","3","2","3","3","1","3","3","3","6","3","2","1","5","7","2","2","5","2","4","3","3","7","5","4","2","2","3","2","6","5","5","9","10","11","7","6","3","7","10","5","4","9","5","4","8","7","5","4","14","4","2","8","8","7","6","12","7","7","10","3","4","10","3","5","1","-","2","-","4","361"
"138",NA,"Yes - a lot of difficulty","-","-","-","-","-","1","-","-","1","-","-","-","1","2","-","-","-","-","-","1","3","1","1","-","-","1","-","-","1","-","-","-","1","-","1","-","-","1","1","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","2","-","1","-","-","2","1","-","-","-","-","-","2","1","1","1","-","1","2","-","2","1","1","1","4","-","2","-","2","-","1","-","-","-","-","2","49"
"139",NA,"Yes - cannot hear at all","-","-","-","-","-","-","1","-","1","2","1","-","1","1","-","-","-","-","-","2","1","1","-","-","1","-","-","1","1","1","1","-","1","-","-","1","-","-","-","-","-","1","-","-","-","-","-","1","-","-","1","3","-","-","-","1","-","-","-","-","-","-","-","1","-","-","1","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","31"
"140",NA,"Total","1261","1239","1338","1389","1482","1378","1495","1574","1519","1509","1613","1490","1641","1750","1498","1353","1305","1241","1247","1068","1180","967","1040","1029","967","1132","976","1066","1047","894","1205","814","923","903","776","966","779","902","918","728","1058","626","828","870","702","901","646","632","601","477","669","448","519","521","484","551","457","367","384","283","474","219","254","243","234","282","186","220","161","105","228","90","108","112","107","156","79","94","92","48","93","34","30","51","26","45","16","18","17","15","38","63501"
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,"AREA # 010203","Phakant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"146",NA,"No - no difficulty","2424","2395","2476","2351","2197","2159","2002","2175","2039","1866","2029","1787","2112","2371","2177","2428","3288","4578","6459","6346","8402","6211","6848","7280","6341","7780","5791","5894","6147","4970","7198","4049","4594","4176","3480","4864","3203","3429","3755","2673","4251","2245","3098","2787","2118","3215","1764","1690","1878","1227","2030","1034","1194","1086","933","1033","731","588","574","420","628","288","312","281","269","317","178","213","130","85","163","59","78","57","58","73","48","37","29","14","54","27","19","11","12","24","17","11","10","11","40","200193"
"147",NA,"Yes - some difficulty","12","1","-","-","1","1","2","3","7","2","4","2","6","5","3","4","9","4","4","7","5","3","7","7","5","11","5","3","5","10","11","4","8","9","4","12","2","5","7","4","16","6","13","9","9","22","5","13","13","14","23","11","18","16","12","16","16","12","11","10","25","11","9","15","11","21","9","11","9","6","13","12","7","8","8","7","6","5","10","3","12","1","3","4","3","4","1","-","1","-","8","712"
"148",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","-","-","-","-","1","-","-","-","1","1","1","-","-","-","-","1","1","-","1","2","1","-","1","2","-","-","2","3","-","2","1","1","2","-","4","1","2","-","1","2","1","1","1","1","2","2","-","2","2","4","1","-","-","1","1","1","1","-","1","2","2","-","-","-","4","-","-","-","1","1","-","1","-","-","2","2","3","1","-","1","-","1","-","1","5","84"
"149",NA,"Yes - cannot hear at all","-","-","-","-","1","1","-","2","-","1","-","1","1","-","-","-","-","-","2","3","1","-","-","-","1","2","1","-","1","-","2","1","2","-","-","1","-","1","1","-","1","1","-","1","-","-","-","-","-","-","1","-","1","-","-","-","1","-","-","-","2","-","-","-","-","1","-","-","1","1","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","4","44"
"150",NA,"Total","2437","2396","2476","2351","2199","2161","2004","2180","2046","1869","2034","1790","2119","2376","2181","2433","3298","4582","6465","6356","8408","6215","6856","7287","6348","7795","5798","5897","6154","4982","7211","4054","4606","4188","3484","4879","3206","3436","3765","2677","4272","2253","3113","2797","2128","3239","1770","1704","1892","1242","2056","1047","1213","1104","947","1053","749","600","585","431","656","300","322","296","281","341","189","224","140","92","181","71","85","65","67","82","54","43","39","17","69","30","25","16","15","29","18","12","11","12","57","201033"
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,"AREA # 010251","Hopin(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"156",NA,"No - no difficulty","390","361","417","410","453","483","496","626","531","520","587","541","647","669","561","478","497","490","482","382","447","369","384","385","312","382","329","337","384","302","378","307","343","318","244","376","286","319","340","269","376","260","313","278","270","303","220","206","227","203","237","167","208","200","186","210","172","131","108","100","156","82","104","92","88","106","72","82","59","37","45","33","39","42","33","54","43","29","37","18","18","13","19","17","6","12","11","5","8","2","12","22581"
"157",NA,"Yes - some difficulty","-","-","-","-","-","-","1","-","1","-","1","-","-","-","3","3","-","1","1","-","2","2","1","1","1","-","2","-","1","1","1","2","2","1","-","1","-","2","-","-","3","1","1","1","3","1","4","3","5","1","6","1","3","-","1","6","5","5","1","-","5","1","1","4","2","3","3","5","1","2","5","5","1","4","5","5","2","4","4","4","5","2","3","4","3","4","5","1","2","1","2","180"
"158",NA,"Yes - a lot of difficulty","-","1","-","-","-","-","-","-","1","1","1","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","1","1","-","-","-","-","-","-","-","1","-","1","-","1","2","-","-","-","-","1","-","-","-","1","-","1","-","-","-","1","-","1","-","-","2","-","-","1","-","1","-","-","-","2","1","-","1","-","-","2","30"
"159",NA,"Yes - cannot hear at all","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","1","1","-","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","12"
"160",NA,"Total","390","362","418","410","453","483","497","626","533","521","589","541","647","669","565","481","497","491","484","383","449","372","385","387","314","382","332","338","386","303","379","309","345","319","244","377","286","321","340","269","381","262","315","280","273","304","224","209","232","204","245","168","212","200","188","218","177","136","109","100","163","83","105","96","91","109","76","87","60","39","51","38","41","46","38","61","45","33","42","22","24","15","22","21","11","17","16","7","11","3","16","22803"
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,"AREA # 010252","Kamine(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"166",NA,"No - no difficulty","217","216","237","208","249","233","253","238","270","238","222","193","252","239","218","172","189","173","182","177","199","135","134","160","120","169","110","127","172","128","188","99","137","122","126","168","128","123","154","81","192","86","129","139","94","158","81","92","98","79","116","51","82","82","75","71","76","57","68","38","94","21","41","37","22","54","27","33","32","10","29","9","15","13","6","19","8","2","5","4","11","5","6","2","5","8","2","2","-","3","9","9554"
"167",NA,"Yes - some difficulty","-","-","-","-","-","-","1","-","1","-","1","1","1","2","1","-","1","3","-","-","2","2","1","-","-","1","-","-","-","-","1","1","-","1","-","1","-","-","2","2","-","-","4","-","4","-","2","-","1","-","1","2","3","1","4","1","3","-","6","1","4","1","-","-","4","7","3","2","1","1","2","2","2","2","3","2","3","-","1","2","-","1","-","3","-","3","1","-","-","-","2","111"
"168",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","2","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","3","-","-","1","-","-","-","-","-","-","3","-","-","-","-","-","-","-","-","1","-","17"
"169",NA,"Yes - cannot hear at all","-","-","1","-","1","-","-","-","-","1","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8"
"170",NA,"Total","217","216","238","208","250","233","254","238","271","239","223","194","253","241","220","173","191","176","182","177","201","137","135","160","120","170","110","127","172","128","189","101","138","123","126","170","128","123","156","83","192","86","134","139","98","158","83","92","101","79","117","53","85","83","80","73","79","58","75","39","98","22","41","37","26","61","31","35","33","11","34","11","17","16","9","21","11","2","6","6","14","6","6","5","5","11","3","2","-","4","11","9690"
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,"AREA # 010301","Bhamo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"176",NA,"No - no difficulty","1311","1211","1319","1355","1346","1260","1417","1453","1440","1382","1389","1364","1559","1618","1550","1342","1318","1455","1513","1348","1479","1231","1191","1241","1102","1310","1204","1178","1267","1105","1416","1025","1075","1114","946","1203","906","908","990","778","983","700","945","872","677","883","598","595","565","487","668","410","547","483","452","478","467","387","381","287","381","245","227","245","221","253","197","209","156","97","147","68","96","93","83","115","45","66","58","35","62","21","28","31","14","28","12","12","11","5","35","65780"
"177",NA,"Yes - some difficulty","-","1","-","-","2","4","6","7","5","5","5","4","5","1","11","6","8","1","10","7","3","6","2","5","4","8","4","1","6","5","9","3","7","11","7","7","5","11","5","8","10","7","5","4","5","10","4","9","13","8","11","9","11","12","18","17","21","8","11","11","22","8","13","12","14","10","15","16","12","11","22","12","16","7","10","24","13","17","13","13","13","6","10","9","8","10","3","4","3","3","13","771"
"178",NA,"Yes - a lot of difficulty","-","-","-","-","-","1","1","-","-","-","-","2","-","-","1","-","1","1","-","-","3","2","-","1","-","1","2","-","-","-","4","-","-","-","-","-","2","1","-","1","1","-","-","1","1","2","1","-","2","2","-","1","2","-","1","2","2","2","-","3","5","2","2","1","2","2","1","6","2","2","4","2","-","5","3","2","2","3","1","-","2","2","2","2","2","4","1","-","1","-","5","115"
"179",NA,"Yes - cannot hear at all","1","-","-","1","1","4","1","-","2","1","1","-","-","-","-","-","1","2","-","-","1","-","-","-","-","1","1","-","-","-","-","1","-","-","-","-","1","2","-","-","-","-","1","-","-","1","-","-","2","-","2","2","1","-","2","2","1","2","1","-","2","-","-","-","-","1","-","-","-","-","-","-","1","-","1","2","-","1","-","-","2","-","-","-","1","-","-","-","-","1","1","52"
"180",NA,"Total","1312","1212","1319","1356","1349","1269","1425","1460","1447","1388","1395","1370","1564","1619","1562","1348","1328","1459","1523","1355","1486","1239","1193","1247","1106","1320","1211","1179","1273","1110","1429","1029","1082","1125","953","1210","914","922","995","787","994","707","951","877","683","896","603","604","582","497","681","422","561","495","473","499","491","399","393","301","410","255","242","258","237","266","213","231","170","110","173","82","113","105","97","143","60","87","72","48","79","29","40","42","25","42","16","16","15","9","54","66718"
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,"AREA # 010302","Shwegu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"186",NA,"No - no difficulty","922","906","812","936","953","895","925","1107","984","1100","979","1017","1113","1200","1053","1080","901","1015","1046","908","968","758","771","802","781","877","721","805","839","745","925","643","682","728","602","794","603","613","637","536","650","502","577","558","424","623","357","392","404","334","381","282","337","318","326","400","294","230","219","199","227","138","166","194","156","151","119","157","82","63","104","71","53","64","46","81","41","39","25","22","39","13","18","20","11","14","7","6","3","7","15","44641"
"187",NA,"Yes - some difficulty","-","1","1","-","2","2","1","-","1","3","5","2","1","6","3","3","4","2","3","1","-","1","1","5","1","3","-","3","5","4","3","1","3","6","3","7","5","5","2","2","5","-","2","5","3","7","3","6","4","6","7","3","4","4","4","5","7","4","3","5","11","6","7","6","5","7","8","1","2","4","6","6","4","4","5","5","3","5","8","4","3","4","3","5","2","1","1","1","4","1","2","322"
"188",NA,"Yes - a lot of difficulty","5","-","-","-","-","-","-","-","-","-","-","1","1","-","-","1","1","-","1","-","1","4","-","-","1","-","-","-","-","1","1","1","1","2","-","-","-","-","-","-","-","-","-","-","-","1","1","3","-","-","1","1","-","-","1","1","-","1","1","1","1","-","-","2","1","2","-","1","1","3","2","-","-","1","-","-","-","1","3","2","2","1","3","1","2","-","-","-","1","1","-","65"
"189",NA,"Yes - cannot hear at all","3","-","-","-","-","-","1","-","-","-","-","2","-","1","1","-","1","-","1","-","-","-","-","-","1","-","1","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","2","-","1","-","-","-","-","-","-","1","-","1","-","-","-","-","-","2","1","-","-","3","-","-","-","-","-","1","-","-","-","-","1","1","1","-","-","-","1","-","-","1","1","1","-","1","34"
"190",NA,"Total","930","907","813","936","955","897","927","1107","985","1103","984","1022","1115","1207","1057","1084","907","1017","1051","909","969","763","772","807","784","880","722","808","844","750","929","645","686","737","605","801","609","618","639","538","655","502","579","563","427","633","361","402","408","340","389","286","341","322","332","406","302","235","223","205","239","144","175","203","162","160","130","159","85","70","112","77","58","69","51","86","44","46","37","29","44","18","24","27","15","15","9","8","9","9","18","45062"
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
