"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"825",NA,"No - no difficulty","781","797","789","841","819","768","863","920","852","816","937","854","969","995","977","853","765","912","927","687","1033","716","713","796","584","953","655","804","817","713","1000","646","770","789","606","1028","587","761","719","592","867","575","709","634","471","857","484","595","559","429","637","412","428","502","386","554","352","426","409","336","472","293","332","306","203","387","157","262","175","122","259","112","127","142","94","249","87","97","128","49","118","53","52","58","31","56","16","24","13","6","50","47556"
"826",NA,"Yes - some difficulty","7","3","6","-","2","1","1","-","1","4","4","-","1","3","-","2","-","-","-","2","4","-","1","1","2","2","2","-","2","2","5","2","4","4","1","5","3","3","3","5","11","4","5","5","5","12","2","8","9","7","7","13","9","8","5","20","5","13","13","9","17","14","15","19","12","23","7","12","9","9","21","9","12","11","9","29","8","15","23","9","23","6","14","9","3","5","2","6","4","2","15","630"
"827",NA,"Yes - a lot of difficulty","7","1","-","2","1","1","-","1","2","1","-","1","1","-","2","-","-","1","-","1","-","1","1","1","3","3","1","1","3","3","-","1","3","1","1","2","1","2","-","2","1","1","-","1","2","5","2","4","3","-","2","-","2","-","2","1","2","4","4","3","5","1","5","2","1","4","3","2","-","4","2","2","1","7","3","4","3","2","4","2","3","2","2","4","2","3","1","1","2","-","5","173"
"828",NA,"Yes - cannot walk at all","3","2","-","1","3","-","3","-","1","1","2","2","-","1","1","2","-","-","-","1","2","-","1","-","-","2","2","-","-","1","-","1","-","-","-","-","-","-","1","1","3","-","-","1","-","-","-","1","1","1","2","2","-","-","-","4","-","3","1","-","1","1","2","1","1","6","-","1","1","1","1","3","2","-","1","2","-","1","3","3","-","-","2","2","-","3","2","-","-","1","3","97"
"829",NA,"Total","798","803","795","844","825","770","867","921","856","822","943","857","971","999","980","857","765","913","927","691","1039","717","716","798","589","960","660","805","822","719","1005","650","777","794","608","1035","591","766","723","600","882","580","714","641","478","874","488","608","572","437","648","427","439","510","393","579","359","446","427","348","495","309","354","328","217","420","167","277","185","136","283","126","142","160","107","284","98","115","158","63","144","61","70","73","36","67","21","31","19","9","73","48456"
"830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",NA,"AREA # 050401","Katha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"835",NA,"No - no difficulty","1768","1662","1636","1745","1849","1626","1735","1971","1886","1962","2066","1876","2081","2202","1960","1783","1669","1640","1782","1583","1696","1443","1415","1406","1233","1398","1205","1384","1399","1274","1529","1165","1289","1234","1081","1405","1101","1135","1241","988","1149","902","1095","1031","867","1089","798","834","775","647","727","588","630","709","560","661","520","462","466","397","456","322","336","291","270","326","215","226","186","115","194","99","117","120","98","153","89","74","94","50","63","40","41","39","32","25","25","17","5","12","26","81566"
"836",NA,"Yes - some difficulty","3","6","3","-","5","1","-","2","4","3","8","8","6","3","5","2","3","2","3","3","5","5","8","1","6","6","7","3","1","6","3","4","4","1","4","3","3","6","8","2","4","2","1","5","4","9","8","3","3","3","5","6","11","11","6","15","7","12","7","13","7","9","5","8","6","13","4","3","9","5","9","8","7","4","13","6","10","9","9","4","9","5","4","8","7","4","2","6","7","-","12","503"
"837",NA,"Yes - a lot of difficulty","-","1","2","3","1","4","2","-","-","-","2","1","1","2","3","2","4","1","1","1","-","4","2","1","2","3","1","1","4","-","3","2","2","4","-","3","1","3","4","2","3","1","4","6","3","4","1","2","3","1","1","2","-","1","1","3","-","5","4","5","3","1","4","2","5","2","2","1","-","3","3","1","1","3","-","4","5","-","1","-","4","2","3","-","2","1","2","3","-","1","2","184"
"838",NA,"Yes - cannot walk at all","-","-","1","2","1","2","1","1","-","3","2","-","2","3","1","-","1","1","-","1","-","2","-","1","-","-","-","-","-","1","-","2","1","-","-","-","-","1","-","2","1","-","-","3","1","-","1","-","-","-","-","1","1","1","-","2","1","1","2","1","1","-","2","1","1","1","1","1","1","1","1","1","1","-","1","2","-","1","2","1","-","1","-","-","1","-","-","1","-","-","1","72"
"839",NA,"Total","1771","1669","1642","1750","1856","1633","1738","1974","1890","1968","2078","1885","2090","2210","1969","1787","1677","1644","1786","1588","1701","1454","1425","1409","1241","1407","1213","1388","1404","1281","1535","1173","1296","1239","1085","1411","1105","1145","1253","994","1157","905","1100","1045","875","1102","808","839","781","651","733","597","642","722","567","681","528","480","479","416","467","332","347","302","282","342","222","231","196","124","207","109","126","127","112","165","104","84","106","55","76","48","48","47","42","30","29","27","12","13","41","82325"
"840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",NA,"AREA # 050402","Indaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"845",NA,"No - no difficulty","1119","1167","1053","1262","1345","1144","1311","1417","1442","1453","1386","1280","1520","1479","1336","1144","1060","1028","1078","885","935","815","864","874","704","920","799","859","878","797","1050","760","868","830","715","897","769","822","770","689","802","620","814","732","647","829","611","550","601","514","617","436","519","504","434","534","370","377","372","331","359","232","286","251","230","274","183","191","140","104","135","84","139","110","94","129","82","88","62","53","64","33","37","32","30","20","14","19","4","6","18","56241"
"846",NA,"Yes - some difficulty","18","12","16","3","-","2","1","2","4","4","2","2","3","2","4","1","3","3","3","-","2","4","-","-","4","6","3","3","3","2","1","-","3","4","1","3","1","1","9","6","5","1","2","4","1","7","6","4","1","5","7","2","6","8","8","6","6","5","3","9","6","4","6","6","7","10","7","4","8","5","6","5","7","6","8","11","6","10","5","5","5","4","4","3","2","6","2","2","1","-","-","398"
"847",NA,"Yes - a lot of difficulty","19","4","1","5","-","3","-","-","1","-","-","-","1","1","2","1","-","-","-","2","1","2","2","-","4","2","-","-","-","1","1","1","-","-","2","-","2","-","1","-","6","-","2","-","1","1","-","-","-","1","-","-","2","2","1","2","2","1","-","1","-","1","4","2","1","2","3","1","-","1","1","1","1","2","1","-","2","-","-","1","3","1","1","1","-","1","-","-","-","-","2","114"
"848",NA,"Yes - cannot walk at all","2","-","-","2","-","2","2","-","1","-","2","-","-","-","2","-","1","1","-","1","-","1","1","2","1","1","-","2","-","-","-","1","-","-","-","1","-","-","-","1","-","-","1","-","-","3","-","1","-","-","-","-","-","-","1","1","1","-","1","-","-","1","1","-","1","1","1","2","2","-","1","1","1","-","5","1","-","-","2","-","-","-","2","3","-","-","-","-","-","-","-","61"
"849",NA,"Total","1158","1183","1070","1272","1345","1151","1314","1419","1448","1457","1390","1282","1524","1482","1344","1146","1064","1032","1081","888","938","822","867","876","713","929","802","864","881","800","1052","762","871","834","718","901","772","823","780","696","813","621","819","736","649","840","617","555","602","520","624","438","527","514","444","543","379","383","376","341","365","238","297","259","239","287","194","198","150","110","143","91","148","118","108","141","90","98","69","59","72","38","44","39","32","27","16","21","5","6","20","56814"
"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",NA,"AREA # 050403","Tigyaing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"855",NA,"No - no difficulty","1190","1229","1172","1268","1285","1164","1314","1397","1279","1285","1416","1282","1543","1477","1286","1309","1176","1313","1380","1183","1345","1037","1186","1096","966","1225","972","1114","1067","945","1203","937","1057","1077","883","1107","815","997","974","840","1008","744","898","795","671","879","663","743","649","597","687","566","606","545","469","571","387","391","431","342","409","292","268","280","287","259","195","212","143","106","182","79","95","113","87","132","87","74","77","45","63","29","38","24","25","33","12","11","7","10","39","63146"
"856",NA,"Yes - some difficulty","13","11","7","4","7","5","4","-","3","3","3","4","4","3","4","3","1","1","-","7","-","-","8","6","-","5","4","4","5","2","2","2","3","5","2","4","1","6","3","3","2","-","6","1","4","7","4","2","5","-","2","3","7","7","6","13","9","5","1","5","11","4","5","4","11","12","10","8","4","5","10","9","3","1","5","7","6","4","11","5","6","7","1","2","4","3","3","3","-","-","6","411"
"857",NA,"Yes - a lot of difficulty","10","1","2","2","1","-","2","1","1","-","-","2","3","-","-","1","1","-","-","-","1","1","4","2","1","3","1","1","1","1","2","2","3","3","1","1","-","-","1","1","1","4","1","1","-","-","-","2","2","-","1","1","-","1","1","1","3","2","1","1","1","1","1","1","3","3","5","3","3","1","1","-","-","-","2","8","1","-","1","1","3","-","2","2","1","1","-","-","1","-","1","127"
"858",NA,"Yes - cannot walk at all","2","1","-","1","1","-","-","1","1","-","-","-","-","1","-","-","-","-","-","-","1","1","-","1","1","-","-","1","-","-","-","-","-","-","-","-","1","-","-","2","-","-","2","2","-","1","1","2","1","-","1","2","2","1","-","1","1","1","-","1","2","-","1","1","1","-","-","-","-","2","2","-","1","1","-","-","-","1","-","1","-","-","1","1","-","1","-","-","-","-","1","52"
"859",NA,"Total","1215","1242","1181","1275","1294","1169","1320","1399","1284","1288","1419","1288","1550","1481","1290","1313","1178","1314","1380","1190","1347","1039","1198","1105","968","1233","977","1120","1073","948","1207","941","1063","1085","886","1112","817","1003","978","846","1011","748","907","799","675","887","668","749","657","597","691","572","615","554","476","586","400","399","433","349","423","297","275","286","302","274","210","223","150","114","195","88","99","115","94","147","94","79","89","52","72","36","42","29","30","38","15","14","8","10","47","63736"
"860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",NA,"AREA # 050404","Banmauk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"865",NA,"No - no difficulty","1465","1401","1292","1404","1284","1285","1242","1371","1279","1259","1249","1049","1212","1216","1168","1174","1163","1350","1499","1269","1421","1079","1146","1114","940","1235","980","1064","1005","924","1152","804","843","925","789","969","733","724","747","682","758","593","713","635","560","682","489","469","461","421","520","366","422","429","330","348","283","286","284","250","281","207","198","217","181","194","143","131","93","85","105","76","67","62","66","73","37","46","33","36","35","16","13","17","15","8","10","4","5","-","13","56673"
"866",NA,"Yes - some difficulty","18","7","3","4","5","2","2","5","8","6","2","4","4","7","1","3","6","4","1","2","2","2","8","2","3","5","4","6","4","2","3","4","4","5","5","5","3","2","5","2","7","5","3","-","4","4","5","2","3","4","1","3","3","3","2","5","7","2","3","3","5","4","3","11","1","6","6","5","7","4","9","6","8","6","7","8","-","7","8","2","4","1","6","1","4","4","1","-","-","-","2","375"
"867",NA,"Yes - a lot of difficulty","9","-","1","2","1","-","-","2","3","-","3","-","1","2","1","1","-","-","-","1","2","1","2","-","-","1","2","-","1","1","1","1","1","1","1","1","-","1","-","1","1","1","1","3","-","2","1","2","-","3","-","1","1","2","-","2","-","1","4","3","1","-","2","2","2","1","3","1","3","1","1","-","-","2","1","-","-","1","2","2","-","-","-","-","-","1","1","-","-","-","2","102"
"868",NA,"Yes - cannot walk at all","1","-","-","3","1","-","3","1","1","1","1","-","-","1","-","-","-","-","-","-","-","1","-","1","-","1","-","-","-","-","2","-","-","1","-","-","2","1","-","-","-","2","1","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","1","1","-","-","-","1","1","1","2","-","1","-","-","2","2","-","-","-","-","2","1","-","-","-","-","1","45"
"869",NA,"Total","1493","1408","1296","1413","1291","1287","1247","1379","1291","1266","1255","1053","1217","1226","1170","1178","1169","1354","1500","1272","1425","1083","1156","1117","943","1242","986","1070","1010","927","1158","809","848","932","795","975","738","728","752","685","766","601","718","638","565","688","496","473","464","428","521","370","426","434","332","355","290","289","292","256","288","211","203","230","184","202","153","137","103","90","116","83","76","72","74","82","37","54","45","42","39","17","19","18","21","14","12","4","5","-","18","57195"
"870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",NA,"AREA # 050405","Kawlin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"875",NA,"No - no difficulty","1205","1266","1122","1300","1288","1134","1290","1278","1224","1399","1385","1282","1451","1448","1375","1417","1260","1407","1390","1213","1366","1126","1249","1205","1020","1287","1166","1231","1197","1064","1438","1059","1099","1070","947","1112","922","1034","1020","854","1093","805","1006","894","896","1048","800","844","907","775","884","701","814","779","628","751","599","532","513","381","499","308","346","319","310","354","255","262","187","150","219","127","143","146","125","164","103","106","129","70","84","47","68","48","39","39","25","21","17","14","24","68998"
"876",NA,"Yes - some difficulty","4","4","2","2","1","4","1","4","7","3","1","1","3","3","1","2","1","7","1","-","2","3","4","3","5","7","1","2","5","2","6","4","4","5","2","4","3","4","3","4","3","3","10","5","6","4","5","4","2","8","5","5","5","9","10","7","8","10","12","9","9","13","8","8","8","18","11","9","7","7","11","5","6","10","5","13","11","12","17","7","9","9","6","7","9","7","1","1","2","1","7","509"
"877",NA,"Yes - a lot of difficulty","5","4","1","2","3","1","3","2","2","1","1","1","3","3","1","2","1","-","1","1","2","2","-","-","3","-","2","1","1","-","2","1","2","3","-","-","-","1","1","-","2","2","-","-","5","5","3","1","1","3","4","3","1","-","-","2","-","1","6","1","1","-","-","3","1","1","4","3","3","2","3","1","4","3","3","6","7","2","6","4","4","1","1","1","5","3","-","1","-","1","3","176"
"878",NA,"Yes - cannot walk at all","6","-","1","1","1","-","1","1","4","1","1","1","-","1","1","2","2","-","1","-","-","1","-","-","-","3","-","1","-","-","-","1","1","-","1","-","-","-","1","1","-","-","-","-","2","2","2","-","1","1","4","-","-","2","2","-","1","3","1","1","1","1","3","-","1","1","3","1","3","-","1","1","1","1","1","3","-","3","1","-","5","-","2","-","3","1","-","2","1","1","1","99"
"879",NA,"Total","1220","1274","1126","1305","1293","1139","1295","1285","1237","1404","1388","1285","1457","1455","1378","1423","1264","1414","1393","1214","1370","1132","1253","1208","1028","1297","1169","1235","1203","1066","1446","1065","1106","1078","950","1116","925","1039","1025","859","1098","810","1016","899","909","1059","810","849","911","787","897","709","820","790","640","760","608","546","532","392","510","322","357","330","320","374","273","275","200","159","234","134","154","160","134","186","121","123","153","81","102","57","77","56","56","50","26","25","20","17","35","69782"
"880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
